,subject,sex,age,lop,viet,trial,tone1,tone2,group,pair,actual,response,correct,rt,logrt
799,VM3,m,18,12,100,49,212,212,same,212-212,same,same,TRUE,1.47574496269226,0.389162921744566
800,VM3,m,18,12,100,50,212,212,same,212-212,same,same,TRUE,1.7320339679718,0.549296421940888
801,VM3,m,18,12,100,51,214,214,same,214-214,same,same,TRUE,2.13158893585205,0.756867680890357
802,VM3,m,18,12,100,52,21,21,same,21-21,same,same,TRUE,2.31599187850952,0.839838053016138
803,VM3,m,18,12,100,53,35,214,35/214,35-214,different,different,TRUE,1.73984289169312,0.553794817019464
804,VM3,m,18,12,100,54,212,35,35/212,212-35,different,different,TRUE,1.80375909805298,0.589872875058838
805,VM3,m,18,12,100,55,214,212,212/214,214-212,different,same,FALSE,1.83053588867188,0.604608759325252
806,VM3,m,18,12,100,56,35,35,same,35-35,same,same,TRUE,2.08857297897339,0.736481047592563
807,VM3,m,18,12,100,57,214,33,33/214,214-33,different,different,TRUE,1.55717015266418,0.442870169260029
808,VM3,m,18,12,100,58,21,21,same,21-21,same,same,TRUE,1.85690093040466,0.618908931676936
809,VM3,m,18,12,100,59,21,212,21/212,21-212,different,different,TRUE,1.7661759853363,0.568816749162655
810,VM3,m,18,12,100,60,35,212,35/212,35-212,different,different,TRUE,1.78775119781494,0.580958515958697
811,VM3,m,18,12,100,61,33,212,33/212,33-212,different,different,TRUE,1.78786993026733,0.581024928169713
812,VM3,m,18,12,100,62,35,35,same,35-35,same,same,TRUE,1.8678560256958,0.624791262797644
813,VM3,m,18,12,100,63,35,35,same,35-35,same,same,TRUE,1.91279196739197,0.648563937755402
814,VM3,m,18,12,100,64,35,212,35/212,35-212,different,different,TRUE,1.80688095092773,0.591602127274705
815,VM3,m,18,12,100,65,33,33,same,33-33,same,same,TRUE,1.89179801940918,0.637527709861815
816,VM3,m,18,12,100,66,212,214,212/214,212-214,different,different,TRUE,2.6838219165802,0.987241866900799
817,VM3,m,18,12,100,67,214,214,same,214-214,same,different,FALSE,2.50776195526123,0.919390704095876
818,VM3,m,18,12,100,68,214,212,212/214,214-212,different,same,FALSE,1.76372504234314,0.567428073747783
819,VM3,m,18,12,100,69,214,35,35/214,214-35,different,different,TRUE,1.79611301422119,0.585624893413194
820,VM3,m,18,12,100,70,33,35,33/35,33-35,different,different,TRUE,2.38782000541687,0.870380818073496
821,VM3,m,18,12,100,71,21,35,21/35,21-35,different,different,TRUE,1.57960605621338,0.457175484440087
822,VM3,m,18,12,100,72,21,21,same,21-21,same,same,TRUE,2.28393602371216,0.825900280767552
823,VM3,m,18,12,100,73,21,21,same,21-21,same,same,TRUE,1.62792015075684,0.487303218930822
824,VM3,m,18,12,100,74,212,212,same,212-212,same,same,TRUE,1.91550707817078,0.649982380359662
825,VM3,m,18,12,100,75,35,33,33/35,35-33,different,different,TRUE,1.51606011390686,0.416114939406885
826,VM3,m,18,12,100,76,21,33,33/21,21-33,different,different,TRUE,2.42790412902832,0.887028386844497
827,VM3,m,18,12,100,77,21,212,21/212,21-212,different,different,TRUE,2.48378396034241,0.909783187801953
828,VM3,m,18,12,100,78,35,21,21/35,35-21,different,different,TRUE,1.82192611694336,0.599894247490522
829,VM3,m,18,12,100,79,214,21,21/214,214-21,different,different,TRUE,2.76159501075745,1.0158084152561
830,VM3,m,18,12,100,80,214,33,33/214,214-33,different,different,TRUE,1.53187799453735,0.426494430116675
831,VM3,m,18,12,100,81,33,33,same,33-33,same,same,TRUE,1.65190291404724,0.5019279046353
832,VM3,m,18,12,100,82,33,21,33/21,33-21,different,different,TRUE,1.70254516601562,0.532124287920547
833,VM3,m,18,12,100,83,21,214,21/214,21-214,different,different,TRUE,2.25714421272278,0.81410039155081
834,VM3,m,18,12,100,84,212,21,21/212,212-21,different,different,TRUE,1.9719569683075,0.679026434597271
835,VM3,m,18,12,100,85,212,33,33/212,212-33,different,different,TRUE,1.95885109901428,0.672358127402992
836,VM3,m,18,12,100,86,212,35,35/212,212-35,different,different,TRUE,1.54461598396301,0.434775325385779
837,VM3,m,18,12,100,87,35,214,35/214,35-214,different,different,TRUE,2.47600817680359,0.906647657241609
838,VM3,m,18,12,100,88,214,214,same,214-214,same,same,TRUE,1.38185906410217,0.323429740479622
839,VM3,m,18,12,100,89,33,214,33/214,33-214,different,different,TRUE,1.61906003952026,0.481845758331711
840,VM3,m,18,12,100,90,212,212,same,212-212,same,same,TRUE,2.20249700546265,0.78959171921894
841,VM3,m,18,12,100,91,212,212,same,212-212,same,same,TRUE,1.63868403434753,0.493893501645624
842,VM3,m,18,12,100,92,35,35,same,35-35,same,same,TRUE,2.09602689743042,0.740043599119978
843,VM3,m,18,12,100,93,33,214,33/214,33-214,different,different,TRUE,1.38887691497803,0.328495445719053
844,VM3,m,18,12,100,94,33,35,33/35,33-35,different,different,TRUE,1.67582201957703,0.516303802851162
845,VM3,m,18,12,100,95,35,33,33/35,35-33,different,different,TRUE,1.77982497215271,0.576515029217971
846,VM3,m,18,12,100,96,33,33,same,33-33,same,same,TRUE,1.61336517333984,0.478322167406913
847,VM3,m,18,12,100,97,35,35,same,35-35,same,same,TRUE,1.75061392784119,0.559966542323159
848,VM3,m,18,12,100,98,214,33,33/214,214-33,different,different,TRUE,1.50451111793518,0.408468006848083
849,VM3,m,18,12,100,99,33,33,same,33-33,same,same,TRUE,1.97891592979431,0.682549184563107
850,VM3,m,18,12,100,100,212,33,33/212,212-33,different,different,TRUE,1.56393098831177,0.447202516029224
851,VM3,m,18,12,100,101,214,35,35/214,214-35,different,different,TRUE,1.91067004203796,0.647453987889747
852,VM3,m,18,12,100,102,214,21,21/214,214-21,different,different,TRUE,3.36894822120667,1.21460059511862
853,VM3,m,18,12,100,103,33,212,33/212,33-212,different,different,TRUE,3.18788599967957,1.15935800109147
854,VM3,m,18,12,100,104,35,21,21/35,35-21,different,different,TRUE,1.48373699188232,0.394563899848432
855,VM3,m,18,12,100,105,214,214,same,214-214,same,same,TRUE,2.08488011360168,0.734711354125993
856,VM3,m,18,12,100,106,21,21,same,21-21,same,same,TRUE,1.70673990249634,0.534585061081578
857,VM3,m,18,12,100,107,21,21,same,21-21,same,same,TRUE,1.83368611335754,0.606328210526661
858,VM3,m,18,12,100,108,33,21,33/21,33-21,different,different,TRUE,2.34999012947083,0.854411127922066
859,VM3,m,18,12,100,109,212,212,same,212-212,same,same,TRUE,2.42785811424255,0.88700943419259
860,VM3,m,18,12,100,110,21,33,33/21,21-33,different,different,TRUE,1.49337601661682,0.401039339906218
861,VM3,m,18,12,100,111,214,212,212/214,214-212,different,same,FALSE,1.67457294464111,0.51555817434639
862,VM3,m,18,12,100,112,214,214,same,214-214,same,same,TRUE,1.87570595741272,0.628985099180154
863,VM3,m,18,12,100,113,212,35,35/212,212-35,different,different,TRUE,1.81184816360474,0.594347409189674
864,VM3,m,18,12,100,114,35,212,35/212,35-212,different,different,TRUE,1.80354690551758,0.589755229072922
865,VM3,m,18,12,100,115,212,214,212/214,212-214,different,different,TRUE,1.97215509414673,0.679126901235269
866,VM3,m,18,12,100,116,21,214,21/214,21-214,different,different,TRUE,1.85165786743164,0.616081382350072
867,VM3,m,18,12,100,117,212,21,21/212,212-21,different,different,TRUE,2.49980592727661,0.916213099771506
868,VM3,m,18,12,100,118,21,35,21/35,21-35,different,different,TRUE,1.58784890174866,0.462380208265561
869,VM3,m,18,12,100,119,21,212,21/212,21-212,different,different,TRUE,3.6600558757782,1.29747841390281
870,VM3,m,18,12,100,120,35,214,35/214,35-214,different,different,TRUE,2.37985301017761,0.867038725346555
871,VM3,m,18,12,100,121,212,212,same,212-212,same,same,TRUE,1.63577008247375,0.492113691919157
872,VM3,m,18,12,100,122,21,21,same,21-21,same,same,TRUE,1.64401197433472,0.497139580266049
873,VM3,m,18,12,100,123,21,35,21/35,21-35,different,different,TRUE,1.63549709320068,0.491946790679335
874,VM3,m,18,12,100,124,35,212,35/212,35-212,different,different,TRUE,1.72387194633484,0.544572892414864
875,VM3,m,18,12,100,125,35,214,35/214,35-214,different,different,TRUE,1.77189588546753,0.572050095077226
876,VM3,m,18,12,100,126,212,35,35/212,212-35,different,different,TRUE,2.38769602775574,0.870328895868523
877,VM3,m,18,12,100,127,33,35,33/35,33-35,different,different,TRUE,3.18801403045654,1.15939816193978
878,VM3,m,18,12,100,128,35,21,21/35,35-21,different,different,TRUE,2.86775684356689,1.05353013656534
879,VM3,m,18,12,100,129,212,214,212/214,212-214,different,same,FALSE,2.32391309738159,0.843252444736976
880,VM3,m,18,12,100,130,212,21,21/212,212-21,different,different,TRUE,1.80374622344971,0.589865737382176
881,VM3,m,18,12,100,131,33,214,33/214,33-214,different,different,TRUE,1.89973306655884,0.641713385017748
882,VM3,m,18,12,100,132,212,212,same,212-212,same,same,TRUE,1.71582722663879,0.539895312219892
883,VM3,m,18,12,100,133,35,33,33/35,35-33,different,different,TRUE,2.70000696182251,0.993254351459741
884,VM3,m,18,12,100,134,21,33,33/21,21-33,different,different,TRUE,1.76469206809998,0.567976209498619
885,VM3,m,18,12,100,135,214,212,212/214,214-212,different,same,FALSE,1.75468301773071,0.562288223927016
886,VM3,m,18,12,100,136,33,33,same,33-33,same,same,TRUE,1.716059923172,0.540030920719474
887,VM3,m,18,12,100,137,214,214,same,214-214,same,same,TRUE,2.19588303565979,0.786584259778785
888,VM3,m,18,12,100,138,35,35,same,35-35,same,same,TRUE,1.73979187011719,0.553765491196828
889,VM3,m,18,12,100,139,33,33,same,33-33,same,same,TRUE,1.75327301025391,0.561484332691498
890,VM3,m,18,12,100,140,214,21,21/214,214-21,different,different,TRUE,1.79829692840576,0.586840066133149
891,VM3,m,18,12,100,141,212,33,33/212,212-33,different,different,TRUE,1.70797300338745,0.535307289262218
892,VM3,m,18,12,100,142,21,214,21/214,21-214,different,different,TRUE,2.09996485710144,0.741920609875751
893,VM3,m,18,12,100,143,21,21,same,21-21,same,same,TRUE,1.66760110855103,0.511386131782634
894,VM3,m,18,12,100,144,214,35,35/214,214-35,different,different,TRUE,2.11589622497559,0.749478469776196
895,VM3,m,18,12,100,145,33,212,33/212,33-212,different,different,TRUE,1.97102308273315,0.678552739280676
896,VM3,m,18,12,100,146,214,33,33/214,214-33,different,different,TRUE,2.60454797744751,0.957259139015403
897,VM3,m,18,12,100,147,33,21,33/21,33-21,different,different,TRUE,2.18794107437134,0.782960952922556
898,VM3,m,18,12,100,148,214,214,same,214-214,same,same,TRUE,1.85993599891663,0.620542077948491
899,VM3,m,18,12,100,149,35,35,same,35-35,same,same,TRUE,2.63578391075134,0.969180637085546
900,VM3,m,18,12,100,150,21,212,21/212,21-212,different,different,TRUE,3.46795511245728,1.24356511548311
901,VF4,f,29,12,100,1,35,214,35/214,35-214,different,different,TRUE,2.06543898582458,0.725342787754657
902,VF4,f,29,12,100,2,35,33,33/35,35-33,different,different,TRUE,2.29896402359009,0.832458596937457
903,VF4,f,29,12,100,3,33,212,33/212,33-212,different,different,TRUE,1.79796600341797,0.586656027871765
904,VF4,f,29,12,100,4,21,35,21/35,21-35,different,different,TRUE,2.08407115936279,0.734323268875733
905,VF4,f,29,12,100,5,212,21,21/212,212-21,different,different,TRUE,2.0414080619812,0.713639796220768
906,VF4,f,29,12,100,6,212,212,same,212-212,same,same,TRUE,2.52373290061951,0.925739115235927
907,VF4,f,29,12,100,7,21,33,33/21,21-33,different,different,TRUE,1.73384809494019,0.550343270680186
908,VF4,f,29,12,100,8,35,35,same,35-35,same,same,TRUE,1.90577483177185,0.644888661722308
909,VF4,f,29,12,100,9,214,214,same,214-214,same,same,TRUE,2.08853006362915,0.73646049969427
910,VF4,f,29,12,100,10,21,214,21/214,21-214,different,different,TRUE,2.21521091461182,0.795347620007573
911,VF4,f,29,12,100,11,33,33,same,33-33,same,same,TRUE,1.96091294288635,0.673410151984162
912,VF4,f,29,12,100,12,35,35,same,35-35,same,same,TRUE,1.81463408470154,0.595883841166499
913,VF4,f,29,12,100,13,33,21,33/21,33-21,different,different,TRUE,1.86794209480286,0.624837340826646
914,VF4,f,29,12,100,14,33,33,same,33-33,same,same,TRUE,2.30786800384521,0.83632415630209
915,VF4,f,29,12,100,15,21,212,21/212,21-212,different,different,TRUE,1.77179098129272,0.571990888844407
916,VF4,f,29,12,100,16,33,35,33/35,33-35,different,different,TRUE,2.40361785888672,0.876975043507746
917,VF4,f,29,12,100,17,21,21,same,21-21,same,same,TRUE,1.68382000923157,0.521065027228636
918,VF4,f,29,12,100,18,212,35,35/212,212-35,different,different,TRUE,2.08404111862183,0.734308854321151
919,VF4,f,29,12,100,19,35,212,35/212,35-212,different,different,TRUE,2.3077380657196,0.836267852482532
920,VF4,f,29,12,100,20,212,212,same,212-212,same,same,TRUE,1.74769997596741,0.558300624039195
921,VF4,f,29,12,100,21,212,214,212/214,212-214,different,different,TRUE,2.46801400184631,0.903413779384549
922,VF4,f,29,12,100,22,21,21,same,21-21,same,same,TRUE,1.84774899482727,0.613968138684481
923,VF4,f,29,12,100,23,35,21,21/35,35-21,different,different,TRUE,1.79986810684204,0.587713388240806
924,VF4,f,29,12,100,24,214,35,35/214,214-35,different,different,TRUE,1.91575312614441,0.650110822679343
925,VF4,f,29,12,100,25,214,214,same,214-214,same,same,TRUE,1.76391816139221,0.567537562739788
926,VF4,f,29,12,100,26,212,33,33/212,212-33,different,different,TRUE,1.77522587776184,0.573927669908232
927,VF4,f,29,12,100,27,214,21,21/214,214-21,different,different,TRUE,2.16030502319336,0.770249426167623
928,VF4,f,29,12,100,28,214,212,212/214,214-212,different,same,FALSE,1.70792293548584,0.535277974609482
929,VF4,f,29,12,100,29,214,33,33/214,214-33,different,different,TRUE,1.89174294471741,0.637498597085028
930,VF4,f,29,12,100,30,33,214,33/214,33-214,different,different,TRUE,1.80389904975891,0.589950460960977
931,VF4,f,29,12,100,31,33,33,same,33-33,same,same,TRUE,2.17193603515625,0.775618951894137
932,VF4,f,29,12,100,32,212,21,21/212,212-21,different,different,TRUE,1.61967706680298,0.482226787893496
933,VF4,f,29,12,100,33,35,35,same,35-35,same,same,TRUE,1.76458191871643,0.56791378907788
934,VF4,f,29,12,100,34,21,35,21/35,21-35,different,different,TRUE,2.17921113967896,0.778962948780363
935,VF4,f,29,12,100,35,212,35,35/212,212-35,different,different,TRUE,1.56829881668091,0.449991475634529
936,VF4,f,29,12,100,36,21,212,21/212,21-212,different,different,TRUE,1.84716701507568,0.613653122183516
937,VF4,f,29,12,100,37,214,35,35/214,214-35,different,different,TRUE,2.08395504951477,0.734267554327775
938,VF4,f,29,12,100,38,33,21,33/21,33-21,different,different,TRUE,1.59666395187378,0.467916422465448
939,VF4,f,29,12,100,39,212,214,212/214,212-214,different,different,TRUE,2.91503286361694,1.06988109370698
940,VF4,f,29,12,100,40,212,212,same,212-212,same,same,TRUE,2.05963087081909,0.722526777822466
941,VF4,f,29,12,100,41,214,212,212/214,214-212,different,different,TRUE,2.30792117118835,0.836347193464805
942,VF4,f,29,12,100,42,33,33,same,33-33,same,same,TRUE,2.31572794914246,0.839724086983143
943,VF4,f,29,12,100,43,214,33,33/214,214-33,different,different,TRUE,1.77202200889587,0.572121272475889
944,VF4,f,29,12,100,44,35,33,33/35,35-33,different,different,TRUE,2.37970209121704,0.866975308091199
945,VF4,f,29,12,100,45,33,35,33/35,33-35,different,different,TRUE,1.98798704147339,0.687122589839591
946,VF4,f,29,12,100,46,33,212,33/212,33-212,different,different,TRUE,1.95873093605042,0.672296781928753
947,VF4,f,29,12,100,47,35,214,35/214,35-214,different,different,TRUE,1.63268208503723,0.490224113490549
948,VF4,f,29,12,100,48,35,21,21/35,35-21,different,different,TRUE,2.09796595573425,0.740968282833034
949,VF4,f,29,12,100,49,21,21,same,21-21,same,same,TRUE,1.83993291854858,0.609729113645758
950,VF4,f,29,12,100,50,212,212,same,212-212,same,same,TRUE,2.89770197868347,1.0639180017172
951,VF4,f,29,12,100,51,21,214,21/214,21-214,different,different,TRUE,1.97096610069275,0.678523828982977
952,VF4,f,29,12,100,52,35,212,35/212,35-212,different,different,TRUE,1.63661599159241,0.492630690291811
953,VF4,f,29,12,100,53,214,214,same,214-214,same,same,TRUE,1.97630786895752,0.681230391317773
954,VF4,f,29,12,100,54,21,33,33/21,21-33,different,different,TRUE,1.63129305839539,0.489372987691694
955,VF4,f,29,12,100,55,35,35,same,35-35,same,same,TRUE,2.13994383811951,0.760779584819994
956,VF4,f,29,12,100,56,212,33,33/212,212-33,different,different,TRUE,1.55570006370544,0.441925646060635
957,VF4,f,29,12,100,57,33,214,33/214,33-214,different,different,TRUE,1.97991299629211,0.683052902474389
958,VF4,f,29,12,100,58,21,21,same,21-21,same,same,TRUE,1.81416511535645,0.595625370349103
959,VF4,f,29,12,100,59,214,214,same,214-214,same,same,TRUE,2.31347417831421,0.838750367994745
960,VF4,f,29,12,100,60,214,21,21/214,214-21,different,different,TRUE,1.49197816848755,0.400102869293515
961,VF4,f,29,12,100,61,21,21,same,21-21,same,same,TRUE,2.67578101158142,0.984241304680241
962,VF4,f,29,12,100,62,212,212,same,212-212,same,different,FALSE,2.54780292510986,0.935231389785309
963,VF4,f,29,12,100,63,35,212,35/212,35-212,different,different,TRUE,2.6917998790741,0.99021006989367
964,VF4,f,29,12,100,64,35,35,same,35-35,same,same,TRUE,1.76560091972351,0.568491096872981
965,VF4,f,29,12,100,65,212,21,21/212,212-21,different,different,TRUE,2.14591813087463,0.763567493841757
966,VF4,f,29,12,100,66,21,21,same,21-21,same,same,TRUE,1.95832014083862,0.672087034746378
967,VF4,f,29,12,100,67,212,214,212/214,212-214,different,different,TRUE,2.00943207740784,0.697852133593306
968,VF4,f,29,12,100,68,21,33,33/21,21-33,different,different,TRUE,1.96126413345337,0.67358923138885
969,VF4,f,29,12,100,69,35,35,same,35-35,same,same,TRUE,1.97547006607056,0.680806378170633
970,VF4,f,29,12,100,70,214,212,212/214,214-212,different,same,FALSE,3.40269899368286,1.22456893838377
971,VF4,f,29,12,100,71,35,214,35/214,35-214,different,different,TRUE,2.00391507148743,0.69510280282729
972,VF4,f,29,12,100,72,214,214,same,214-214,same,same,TRUE,2.06777691841125,0.726474077718783
973,VF4,f,29,12,100,73,33,214,33/214,33-214,different,different,TRUE,1.57973790168762,0.457258948270602
974,VF4,f,29,12,100,74,33,35,33/35,33-35,different,different,TRUE,2.53996896743774,0.932151863411615
975,VF4,f,29,12,100,75,35,21,21/35,35-21,different,different,TRUE,2.09970593452454,0.741797303745304
976,VF4,f,29,12,100,76,33,33,same,33-33,same,same,TRUE,1.79568910598755,0.585388851325448
977,VF4,f,29,12,100,77,33,33,same,33-33,same,same,TRUE,2.09996390342712,0.741920155737421
978,VF4,f,29,12,100,78,33,212,33/212,33-212,different,different,TRUE,1.70766615867615,0.535127618812519
979,VF4,f,29,12,100,79,212,35,35/212,212-35,different,different,TRUE,2.21206617355347,0.793926998923955
980,VF4,f,29,12,100,80,214,214,same,214-214,same,same,TRUE,1.9798150062561,0.683003409157693
981,VF4,f,29,12,100,81,214,35,35/214,214-35,different,different,TRUE,1.66772794723511,0.511462189456118
982,VF4,f,29,12,100,82,21,212,21/212,21-212,different,different,TRUE,2.39592480659485,0.873769296870453
983,VF4,f,29,12,100,83,21,214,21/214,21-214,different,different,TRUE,1.69978308677673,0.53050064690742
984,VF4,f,29,12,100,84,33,21,33/21,33-21,different,different,TRUE,2.09976696968079,0.741826371753431
985,VF4,f,29,12,100,85,35,33,33/35,35-33,different,different,TRUE,2.22787499427795,0.801048213793491
986,VF4,f,29,12,100,86,212,33,33/212,212-33,different,different,TRUE,1.69188594818115,0.525843852399789
987,VF4,f,29,12,100,87,214,21,21/214,214-21,different,different,TRUE,1.74856495857239,0.558795427859171
988,VF4,f,29,12,100,88,21,35,21/35,21-35,different,different,TRUE,1.69904494285583,0.530066294874268
989,VF4,f,29,12,100,89,214,33,33/214,214-33,different,different,TRUE,1.60374093055725,0.472338981784252
990,VF4,f,29,12,100,90,212,212,same,212-212,same,same,TRUE,2.18002700805664,0.779337265741062
991,VF4,f,29,12,100,91,35,214,35/214,35-214,different,different,TRUE,1.49971795082092,0.405277057641732
992,VF4,f,29,12,100,92,212,21,21/212,212-21,different,different,TRUE,2.09975504875183,0.741820694474492
993,VF4,f,29,12,100,93,214,21,21/214,214-21,different,different,TRUE,2.01195812225342,0.699108438031524
994,VF4,f,29,12,100,94,21,21,same,21-21,same,same,TRUE,1.96134305000305,0.673629468173214
995,VF4,f,29,12,100,95,33,33,same,33-33,same,same,TRUE,1.96228694915771,0.674110603842517
996,VF4,f,29,12,100,96,33,214,33/214,33-214,different,different,TRUE,1.67787599563599,0.517528705216524
997,VF4,f,29,12,100,97,212,33,33/212,212-33,different,different,TRUE,2.08690094947815,0.735680166249146
998,VF4,f,29,12,100,98,35,33,33/35,35-33,different,different,TRUE,1.52954697608948,0.424971597500678
999,VF4,f,29,12,100,99,35,21,21/35,35-21,different,different,TRUE,2.35709404945374,0.857429525344489
1000,VF4,f,29,12,100,100,214,35,35/214,214-35,different,different,TRUE,1.96620321273804,0.676104379932689
1001,VF4,f,29,12,100,101,212,35,35/212,212-35,different,different,TRUE,1.4977490901947,0.403963374533675
1002,VF4,f,29,12,100,102,21,214,21/214,21-214,different,different,TRUE,1.779452085495,0.576305499780931
1003,VF4,f,29,12,100,103,21,35,21/35,21-35,different,different,TRUE,1.80230903625488,0.589068640739216
1004,VF4,f,29,12,100,104,214,214,same,214-214,same,same,TRUE,1.68536591529846,0.521982700642933
1005,VF4,f,29,12,100,105,35,212,35/212,35-212,different,different,TRUE,1.88579297065735,0.634348406530216
1006,VF4,f,29,12,100,106,214,212,212/214,214-212,different,same,FALSE,2.4259090423584,0.886206316974136
1007,VF4,f,29,12,100,107,33,212,33/212,33-212,different,different,TRUE,2.25976014137268,0.815258675515799
1008,VF4,f,29,12,100,108,33,33,same,33-33,same,same,TRUE,1.96161603927612,0.673768643355672
1009,VF4,f,29,12,100,109,35,35,same,35-35,same,same,TRUE,2.02999591827393,0.708033782349175
1010,VF4,f,29,12,100,110,35,35,same,35-35,same,same,TRUE,2.41197299957275,0.880445084595299
1011,VF4,f,29,12,100,111,33,21,33/21,33-21,different,different,TRUE,1.96718311309814,0.676602627650663
1012,VF4,f,29,12,100,112,21,212,21/212,21-212,different,different,TRUE,1.97063589096069,0.67835627795498
1013,VF4,f,29,12,100,113,214,214,same,214-214,same,same,TRUE,2.44957089424133,0.895912864009303
1014,VF4,f,29,12,100,114,212,212,same,212-212,same,different,FALSE,2.70796704292297,0.996198184711189
1015,VF4,f,29,12,100,115,212,212,same,212-212,same,same,TRUE,1.95958304405212,0.672731717985164
1016,VF4,f,29,12,100,116,212,214,212/214,212-214,different,same,FALSE,2.54392385482788,0.933707713751577
1017,VF4,f,29,12,100,117,214,33,33/214,214-33,different,different,TRUE,1.82784581184387,0.603138121467831
1018,VF4,f,29,12,100,118,21,33,33/21,21-33,different,different,TRUE,2.26774215698242,0.818784692005082
1019,VF4,f,29,12,100,119,33,35,33/35,33-35,different,different,TRUE,1.86794805526733,0.624840531747277
1020,VF4,f,29,12,100,120,21,21,same,21-21,same,same,TRUE,1.78769707679749,0.580928242262475
1021,VF4,f,29,12,100,121,33,214,33/214,33-214,different,different,TRUE,2.33186793327332,0.846669634497486
1022,VF4,f,29,12,100,122,21,21,same,21-21,same,same,TRUE,1.53343081474304,0.427507587638564
1023,VF4,f,29,12,100,123,214,214,same,214-214,same,same,TRUE,2.33814907073975,0.849359620957309
1024,VF4,f,29,12,100,124,33,212,33/212,33-212,different,different,TRUE,1.71574306488037,0.539846260764558
1025,VF4,f,29,12,100,125,33,21,33/21,33-21,different,different,TRUE,2.53186011314392,0.928954255182235
1026,VF4,f,29,12,100,126,35,35,same,35-35,same,same,TRUE,1.59798693656921,0.468744672447849
1027,VF4,f,29,12,100,127,33,33,same,33-33,same,same,TRUE,2.39387512207031,0.872913442897353
1028,VF4,f,29,12,100,128,21,214,21/214,21-214,different,different,TRUE,2.32382798194885,0.843215818155893
1029,VF4,f,29,12,100,129,212,35,35/212,212-35,different,different,TRUE,1.80371117591858,0.589846306782033
1030,VF4,f,29,12,100,130,35,214,35/214,35-214,different,different,TRUE,1.75582408905029,0.562938313116445
1031,VF4,f,29,12,100,131,214,214,same,214-214,same,same,TRUE,2.1639449596405,0.771932926113869
1032,VF4,f,29,12,100,132,214,33,33/214,214-33,different,different,TRUE,1.97186303138733,0.678978797068078
1033,VF4,f,29,12,100,133,214,35,35/214,214-35,different,different,TRUE,2.12375998497009,0.75318809556804
1034,VF4,f,29,12,100,134,21,33,33/21,21-33,different,different,TRUE,1.84381914138794,0.611839040816668
1035,VF4,f,29,12,100,135,212,21,21/212,212-21,different,different,TRUE,2.08365893363953,0.734125451015453
1036,VF4,f,29,12,100,136,212,33,33/212,212-33,different,different,TRUE,1.85534715652466,0.618071824924179
1037,VF4,f,29,12,100,137,212,212,same,212-212,same,same,TRUE,2.20840287208557,0.792269571954697
1038,VF4,f,29,12,100,138,35,212,35/212,35-212,different,different,TRUE,1.57980704307556,0.457302714945334
1039,VF4,f,29,12,100,139,212,212,same,212-212,same,same,TRUE,2.21171593666077,0.793768656182515
1040,VF4,f,29,12,100,140,21,212,21/212,21-212,different,different,TRUE,2.83601903915405,1.0424013220303
1041,VF4,f,29,12,100,141,214,212,212/214,214-212,different,same,FALSE,2.4597909450531,0.900076364647392
1042,VF4,f,29,12,100,142,214,21,21/214,214-21,different,different,TRUE,1.811842918396,0.594344514236091
1043,VF4,f,29,12,100,143,35,35,same,35-35,same,same,TRUE,2.29975199699402,0.832801289727408
1044,VF4,f,29,12,100,144,212,214,212/214,212-214,different,different,TRUE,2.10786890983582,0.745677441760518
1045,VF4,f,29,12,100,145,33,33,same,33-33,same,same,TRUE,1.74125099182129,0.554603815714754
1046,VF4,f,29,12,100,146,21,35,21/35,21-35,different,different,TRUE,2.2502589225769,0.81104528629636
1047,VF4,f,29,12,100,147,33,35,33/35,33-35,different,different,TRUE,1.96395087242126,0.674958195577292
1048,VF4,f,29,12,100,148,21,21,same,21-21,same,same,TRUE,1.79556012153625,0.585317018688292
1049,VF4,f,29,12,100,149,35,21,21/35,35-21,different,different,TRUE,2.33216786384583,0.846798248678838
1050,VF4,f,29,12,100,150,35,33,33/35,35-33,different,different,TRUE,1.49158096313477,0.399836606526393
1051,VF1,f,25,12,100,1,214,33,33/214,214-33,different,different,TRUE,1.88967354148917,0.636404084781308
1052,VF1,f,25,12,100,2,214,35,35/214,214-35,different,different,TRUE,2.00309001050482,0.694690993519648
1053,VF1,f,25,12,100,3,21,21,same,21-21,same,same,TRUE,1.6347726873355,0.491503765531168
1054,VF1,f,25,12,100,4,212,21,21/212,212-21,different,different,TRUE,1.82248088464257,0.60019869630936
1055,VF1,f,25,12,100,5,214,214,same,214-214,same,same,TRUE,1.77651617668744,0.574654242369058
1056,VF1,f,25,12,100,6,214,214,same,214-214,same,same,TRUE,2.05745957267936,0.721472004617537
1057,VF1,f,25,12,100,7,212,212,same,212-212,same,same,TRUE,1.84052646903729,0.610051655171878
1058,VF1,f,25,12,100,8,21,21,same,21-21,same,same,TRUE,1.55635324885952,0.442345423678861
1059,VF1,f,25,12,100,9,21,33,33/21,21-33,different,different,TRUE,1.70620593143394,0.534272151886568
1060,VF1,f,25,12,100,10,21,212,21/212,21-212,different,different,TRUE,1.85639275585709,0.618635226124031
1061,VF1,f,25,12,100,11,35,33,33/35,35-33,different,different,TRUE,2.16510327612923,0.772468062916827
1062,VF1,f,25,12,100,12,35,21,21/35,35-21,different,different,TRUE,1.8832979095896,0.633024447245878
1063,VF1,f,25,12,100,13,212,35,35/212,212-35,different,different,TRUE,1.67440088557487,0.515455421040381
